"Category","Term","Genes","Count","List Total","Pop Hits","Pop Total","P-Value","Benjamini","Fold Enrichment","Bonferroni","FDR","Fisher Exact"
"GOTERM_BP_FAT","response to external stimulus","17.56%","177","916","1442","13091","1.91e-14","5.63e-12","1.75","1.35e-10","5.16e-12","1.02e-14"
"GOTERM_BP_FAT","blood vessel morphogenesis","7.14%","72","916","384","13091","2.11e-14","5.97e-12","2.68","1.49e-10","5.46e-12","6.73e-15"
"GOTERM_BP_FAT","regulation of cell migration","11.81%","119","916","828","13091","2.58e-14","7.01e-12","2.05","1.82e-10","6.41e-12","1.12e-14"
"GOTERM_BP_FAT","cell migration","11.31%","114","916","782","13091","3.73e-14","9.76e-12","2.08","2.64e-10","8.94e-12","1.59e-14"
"GOTERM_MF_FAT","signaling receptor binding","14.88%","150","869","1126","12202","1.38e-14","1.06e-11","1.87","2.12e-11","1.03e-11","6.96e-15"
"GOTERM_BP_FAT","animal organ morphogenesis","11.51%","116","916","805","13091","4.86e-14","1.23e-11","2.06","3.44e-10","1.12e-11","2.12e-14"
"GOTERM_MF_FAT","signaling receptor activity","11.51%","116","869","792","12202","4.40e-14","1.69e-11","2.06","6.76e-11","1.64e-11","1.94e-14"
"GOTERM_MF_FAT","molecular transducer activity","11.51%","116","869","792","12202","4.40e-14","1.69e-11","2.06","6.76e-11","1.64e-11","1.94e-14"
"GOTERM_BP_FAT","positive regulation of cell adhesion","7.34%","74","916","412","13091","8.59e-14","2.09e-11","2.57","6.07e-10","1.92e-11","2.89e-14"
"GOTERM_BP_FAT","immune response","13.29%","134","916","999","13091","9.81e-14","2.25e-11","1.92","6.94e-10","2.06e-11","4.76e-14"
"GOTERM_BP_FAT","positive regulation of response to stimulus","21.23%","214","916","1892","13091","9.88e-14","2.25e-11","1.62","6.98e-10","2.06e-11","5.93e-14"
"GOTERM_BP_FAT","regulation of cell motility","12.00%","121","916","869","13091","1.48e-13","3.26e-11","1.99","1.04e-9","2.99e-11","6.76e-14"
"GOTERM_BP_FAT","regulation of locomotion","12.30%","124","916","906","13091","2.44e-13","5.23e-11","1.96","1.73e-9","4.79e-11","1.10e-13"
"GOTERM_BP_FAT","mitotic cell cycle","8.83%","89","916","559","13091","2.69e-13","5.59e-11","2.28","1.90e-9","5.12e-11","1.06e-13"
"GOTERM_BP_FAT","regulation of cell differentiation","15.97%","161","916","1315","13091","5.29e-13","1.07e-10","1.75","3.74e-9","9.78e-11","2.78e-13"
"GOTERM_BP_FAT","cell motility","12.30%","124","916","917","13091","5.66e-13","1.11e-10","1.93","4.00e-9","1.02e-10","2.79e-13"
"GOTERM_BP_FAT","response to bacterium","7.54%","76","916","450","13091","9.77e-13","1.86e-10","2.41","6.90e-9","1.71e-10","3.53e-13"
"GOTERM_BP_FAT","cell division","7.94%","80","916","487","13091","1.00e-12","1.86e-10","2.35","7.08e-9","1.71e-10","3.74e-13"
"GOTERM_BP_FAT","regulation of cytokine production","9.52%","96","916","643","13091","1.37e-12","2.43e-10","2.13","9.71e-9","2.23e-10","5.63e-13"
"GOTERM_BP_FAT","regulation of cell activation","8.23%","83","916","518","13091","1.38e-12","2.43e-10","2.29","9.73e-9","2.23e-10","5.25e-13"
"GOTERM_BP_FAT","positive regulation of cell migration","7.84%","79","916","481","13091","1.43e-12","2.47e-10","2.35","1.01e-8","2.26e-10","5.35e-13"
"GOTERM_BP_FAT","biological process involved in interspecies interaction between organisms","14.29%","144","916","1144","13091","1.55e-12","2.60e-10","1.80","1.09e-8","2.38e-10","7.91e-13"
"GOTERM_BP_FAT","cell activation","9.23%","93","916","618","13091","2.05e-12","3.38e-10","2.15","1.45e-8","3.09e-10","8.49e-13"
"GOTERM_BP_FAT","mitotic cell cycle process","7.84%","79","916","486","13091","2.47e-12","3.97e-10","2.32","1.75e-8","3.63e-10","9.32e-13"
"GOTERM_BP_FAT","positive regulation of cell motility","7.94%","80","916","497","13091","2.94e-12","4.61e-10","2.30","2.08e-8","4.22e-10","1.12e-12"
"GOTERM_BP_FAT","skeletal system development","7.04%","71","916","416","13091","3.67e-12","5.64e-10","2.44","2.60e-8","5.17e-10","1.31e-12"
"GOTERM_BP_FAT","positive regulation of locomotion","8.04%","81","916","509","13091","3.83e-12","5.75e-10","2.27","2.70e-8","5.27e-10","1.49e-12"
"GOTERM_CC_FAT","basement membrane","2.98%","30","871","95","12285","6.74e-12","7.35e-10","4.45","5.14e-9","6.84e-10","1.12e-12"
"GOTERM_BP_FAT","collagen fibril organization","2.38%","24","916","61","13091","5.87e-12","8.65e-10","5.62","4.15e-8","7.92e-10","6.94e-13"
"GOTERM_BP_FAT","embryo development","11.61%","117","916","878","13091","7.96e-12","1.15e-9","1.90","5.62e-8","1.05e-9","3.74e-12"
"GOTERM_BP_FAT","anatomical structure formation involved in morphogenesis","11.21%","113","916","840","13091","1.07e-11","1.51e-9","1.92","7.57e-8","1.39e-9","5.04e-12"
"GOTERM_CC_FAT","extracellular space","24.60%","248","871","2380","12285","1.62e-11","1.55e-9","1.47","1.24e-8","1.44e-9","1.04e-11"
"GOTERM_BP_FAT","cell population proliferation","9.13%","92","916","629","13091","1.38e-11","1.91e-9","2.09","9.74e-8","1.75e-9","5.92e-12"
"GOTERM_BP_FAT","tissue morphogenesis","7.74%","78","916","494","13091","1.52e-11","2.07e-9","2.26","1.08e-7","1.90e-9","5.96e-12"
"GOTERM_BP_FAT","response to stress","27.78%","280","916","2802","13091","1.56e-11","2.08e-9","1.43","1.10e-7","1.90e-9","1.03e-11"
"GOTERM_BP_FAT","response to other organism","12.70%","128","916","1007","13091","1.81e-11","2.37e-9","1.82","1.28e-7","2.17e-9","9.29e-12"
"GOTERM_BP_FAT","response to external biotic stimulus","12.70%","128","916","1009","13091","2.08e-11","2.67e-9","1.81","1.47e-7","2.45e-9","1.06e-11"
"GOTERM_BP_FAT","response to biotic stimulus","13.00%","131","916","1046","13091","2.85e-11","3.59e-9","1.79","2.01e-7","3.29e-9","1.46e-11"
"GOTERM_BP_FAT","cell cycle","11.11%","112","916","848","13091","4.30e-11","5.33e-9","1.89","3.04e-7","4.88e-9","2.03e-11"
"GOTERM_BP_FAT","angiogenesis","5.56%","56","916","304","13091","4.84e-11","5.90e-9","2.63","3.42e-7","5.40e-9","1.58e-11"
"GOTERM_BP_FAT","regulation of signal transduction","26.49%","267","916","2672","13091","6.10e-11","7.31e-9","1.43","4.31e-7","6.69e-9","4.14e-11"
"GOTERM_BP_FAT","regulation of leukocyte activation","7.34%","74","916","470","13091","6.30e-11","7.42e-9","2.25","4.45e-7","6.80e-9","2.47e-11"
"GOTERM_BP_FAT","chromosome segregation","5.36%","54","916","289","13091","6.49e-11","7.52e-9","2.67","4.59e-7","6.88e-9","2.08e-11"
"GOTERM_BP_FAT","regulation of cell cycle process","9.13%","92","916","649","13091","7.81e-11","8.91e-9","2.03","5.52e-7","8.15e-9","3.45e-11"
"GOTERM_BP_FAT","nuclear chromosome segregation","4.27%","43","916","200","13091","8.20e-11","9.19e-9","3.07","5.79e-7","8.42e-9","2.24e-11"
"GOTERM_BP_FAT","sister chromatid segregation","3.47%","35","916","141","13091","1.07e-10","1.17e-8","3.55","7.54e-7","1.07e-8","2.43e-11"
"GOTERM_BP_FAT","regulation of response to external stimulus","11.41%","115","916","893","13091","1.09e-10","1.17e-8","1.84","7.70e-7","1.07e-8","5.29e-11"
"GOTERM_BP_FAT","positive regulation of developmental process","13.69%","138","916","1144","13091","1.09e-10","1.17e-8","1.72","7.73e-7","1.07e-8","5.86e-11"
"GOTERM_BP_FAT","regulation of immune response","10.12%","102","916","756","13091","1.11e-10","1.17e-8","1.93","7.87e-7","1.08e-8","5.15e-11"
"GOTERM_BP_FAT","cell cycle process","10.32%","104","916","780","13091","1.41e-10","1.47e-8","1.91","9.96e-7","1.34e-8","6.60e-11"
"GOTERM_BP_FAT","regulation of cell-cell adhesion","6.55%","66","916","403","13091","1.46e-10","1.50e-8","2.34","1.03e-6","1.37e-8","5.48e-11"
"GOTERM_BP_FAT","positive regulation of immune response","7.64%","77","916","508","13091","1.52e-10","1.54e-8","2.17","1.08e-6","1.41e-8","6.33e-11"
"GOTERM_CC_FAT","side of membrane","8.13%","82","871","554","12285","2.09e-10","1.77e-8","2.09","1.60e-7","1.65e-8","8.96e-11"
"GOTERM_BP_FAT","positive regulation of cytokine production","6.55%","66","916","405","13091","1.81e-10","1.80e-8","2.33","1.28e-6","1.65e-8","6.85e-11"
"GOTERM_BP_FAT","mitotic sister chromatid segregation","3.37%","34","916","137","13091","2.07e-10","2.03e-8","3.55","1.46e-6","1.86e-8","4.72e-11"
"GOTERM_BP_FAT","defense response","12.90%","130","916","1068","13091","2.38e-10","2.30e-8","1.74","1.68e-6","2.11e-8","1.30e-10"
"GOTERM_BP_FAT","inflammatory response","6.94%","70","916","446","13091","2.58e-10","2.47e-8","2.24","1.83e-6","2.26e-8","1.01e-10"
"GOTERM_BP_FAT","mitotic nuclear division","3.67%","37","916","161","13091","2.96e-10","2.79e-8","3.28","2.09e-6","2.56e-8","7.45e-11"
"GOTERM_BP_FAT","response to peptide","9.82%","99","916","738","13091","3.04e-10","2.83e-8","1.92","2.15e-6","2.59e-8","1.41e-10"
"GOTERM_BP_FAT","positive regulation of macromolecule metabolic process","26.39%","266","916","2701","13091","3.26e-10","3.00e-8","1.41","2.31e-6","2.74e-8","2.26e-10"
"GOTERM_BP_FAT","regulation of lymphocyte activation","6.65%","67","916","421","13091","3.64e-10","3.30e-8","2.27","2.57e-6","3.02e-8","1.40e-10"
"GOTERM_BP_FAT","positive regulation of cell cycle","5.16%","52","916","285","13091","3.72e-10","3.33e-8","2.61","2.63e-6","3.05e-8","1.23e-10"
"GOTERM_BP_FAT","hemopoiesis","8.43%","85","916","599","13091","4.43e-10","3.91e-8","2.03","3.13e-6","3.58e-8","1.94e-10"
"GOTERM_MF_FAT","integrin binding","3.47%","35","869","140","12202","1.36e-10","4.17e-8","3.51","2.08e-7","4.05e-8","3.12e-11"
"GOTERM_BP_FAT","response to molecule of bacterial origin","4.96%","50","916","270","13091","5.04e-10","4.36e-8","2.65","3.56e-6","3.99e-8","1.63e-10"
"GOTERM_BP_FAT","adaptive immune response","4.76%","48","916","253","13091","5.06e-10","4.36e-8","2.71","3.58e-6","3.99e-8","1.62e-10"
"GOTERM_BP_FAT","embryonic morphogenesis","7.24%","73","916","484","13091","6.24e-10","5.31e-8","2.16","4.41e-6","4.86e-8","2.57e-10"
"GOTERM_BP_FAT","regulation of MAPK cascade","7.84%","79","916","544","13091","6.79e-10","5.71e-8","2.08","4.80e-6","5.23e-8","2.93e-10"
"GOTERM_BP_FAT","lymphocyte activation","6.55%","66","916","419","13091","7.79e-10","6.47e-8","2.25","5.50e-6","5.93e-8","3.03e-10"
"GOTERM_BP_FAT","positive regulation of biosynthetic process","22.32%","225","916","2215","13091","9.60e-10","7.89e-8","1.45","6.79e-6","7.22e-8","6.42e-10"
"GOTERM_BP_FAT","positive regulation of cell cycle process","4.37%","44","916","224","13091","9.72e-10","7.90e-8","2.81","6.87e-6","7.23e-8","2.98e-10"
"GOTERM_BP_FAT","regulation of cell cycle","11.61%","117","916","948","13091","9.87e-10","7.92e-8","1.76","6.98e-6","7.25e-8","5.29e-10"
"GOTERM_BP_FAT","cell development","19.64%","198","916","1886","13091","9.97e-10","7.92e-8","1.50","7.05e-6","7.25e-8","6.29e-10"
"GOTERM_BP_FAT","positive regulation of metabolic process","28.17%","284","916","2963","13091","1.10e-9","8.61e-8","1.37","7.75e-6","7.88e-8","7.82e-10"
"GOTERM_BP_FAT","positive regulation of signal transduction","15.38%","155","916","1379","13091","1.11e-9","8.65e-8","1.61","7.87e-6","7.92e-8","6.60e-10"
"GOTERM_BP_FAT","regulation of body fluid levels","5.16%","52","916","294","13091","1.16e-9","8.87e-8","2.53","8.17e-6","8.12e-8","3.91e-10"
"GOTERM_BP_FAT","leukocyte activation","7.44%","75","916","511","13091","1.22e-9","9.30e-8","2.10","8.65e-6","8.51e-8","5.19e-10"
"GOTERM_BP_FAT","regulation of signaling","28.87%","291","916","3055","13091","1.26e-9","9.46e-8","1.36","8.92e-6","8.66e-8","8.90e-10"
"GOTERM_BP_FAT","response to lipid","9.33%","94","916","705","13091","1.27e-9","9.46e-8","1.91","8.99e-6","8.66e-8","6.00e-10"
"GOTERM_BP_FAT","nuclear division","4.76%","48","916","263","13091","1.91e-9","1.41e-7","2.61","1.35e-5","1.29e-7","6.40e-10"
"GOTERM_BP_FAT","morphogenesis of an epithelium","6.25%","63","916","400","13091","2.01e-9","1.46e-7","2.25","1.42e-5","1.34e-7","7.85e-10"
"GOTERM_BP_FAT","positive regulation of cell activation","5.26%","53","916","308","13091","2.12e-9","1.53e-7","2.46","1.50e-5","1.40e-7","7.47e-10"
"GOTERM_BP_FAT","regulation of cell communication","28.77%","290","916","3058","13091","2.18e-9","1.56e-7","1.36","1.54e-5","1.42e-7","1.57e-9"
"GOTERM_BP_FAT","positive regulation of macromolecule biosynthetic process","21.43%","216","916","2125","13091","2.33e-9","1.65e-7","1.45","1.65e-5","1.51e-7","1.54e-9"
"GOTERM_BP_FAT","response to cytokine","9.42%","95","916","724","13091","2.38e-9","1.66e-7","1.88","1.68e-5","1.52e-7","1.13e-9"
"GOTERM_BP_FAT","embryonic organ development","5.95%","60","916","374","13091","2.54e-9","1.76e-7","2.29","1.79e-5","1.61e-7","9.72e-10"
"GOTERM_BP_FAT","morphogenesis of a branching epithelium","3.27%","33","916","143","13091","2.83e-9","1.94e-7","3.30","2.00e-5","1.78e-7","7.07e-10"
"GOTERM_BP_FAT","positive regulation of gene expression","11.61%","117","916","965","13091","2.92e-9","1.98e-7","1.73","2.06e-5","1.82e-7","1.55e-9"
"GOTERM_BP_FAT","positive regulation of cell-cell adhesion","4.76%","48","916","267","13091","3.21e-9","2.16e-7","2.57","2.27e-5","1.98e-7","1.06e-9"
"GOTERM_BP_FAT","microtubule cytoskeleton organization involved in mitosis","3.08%","31","916","129","13091","3.37e-9","2.25e-7","3.43","2.38e-5","2.06e-7","8.00e-10"
"GOTERM_BP_FAT","response to wounding","5.95%","60","916","377","13091","3.45e-9","2.28e-7","2.27","2.44e-5","2.09e-7","1.34e-9"
"GOTERM_BP_FAT","morphogenesis of a branching structure","3.37%","34","916","152","13091","3.62e-9","2.36e-7","3.20","2.56e-5","2.16e-7","9.42e-10"
"GOTERM_BP_FAT","regulation of angiogenesis","4.46%","45","916","242","13091","3.64e-9","2.36e-7","2.66","2.57e-5","2.16e-7","1.19e-9"
"GOTERM_BP_FAT","regulation of mitotic nuclear division","2.78%","28","916","108","13091","3.83e-9","2.44e-7","3.71","2.71e-5","2.23e-7","8.24e-10"
"GOTERM_BP_FAT","regulation of cell cycle phase transition","6.15%","62","916","397","13091","3.83e-9","2.44e-7","2.23","2.71e-5","2.23e-7","1.52e-9"
"GOTERM_BP_FAT","leukocyte differentiation","5.85%","59","916","369","13091","3.99e-9","2.52e-7","2.29","2.82e-5","2.31e-7","1.53e-9"
"GOTERM_BP_FAT","wound healing","4.86%","49","916","279","13091","4.80e-9","3.00e-7","2.51","3.39e-5","2.75e-7","1.64e-9"
"GOTERM_BP_FAT","regulation of mitotic cell cycle","6.65%","67","916","448","13091","4.93e-9","3.06e-7","2.14","3.48e-5","2.80e-7","2.09e-9"
"GOTERM_BP_FAT","positive regulation of cell differentiation","9.62%","97","916","756","13091","5.05e-9","3.11e-7","1.83","3.57e-5","2.84e-7","2.47e-9"
"GOTERM_BP_FAT","negative regulation of multicellular organismal process","11.01%","111","916","911","13091","6.21e-9","3.78e-7","1.74","4.39e-5","3.46e-7","3.19e-9"
"GOTERM_BP_FAT","regulation of vasculature development","4.46%","45","916","247","13091","6.98e-9","4.21e-7","2.60","4.93e-5","3.86e-7","2.34e-9"
"GOTERM_BP_FAT","negative regulation of developmental process","9.62%","97","916","761","13091","7.08e-9","4.24e-7","1.82","5.01e-5","3.88e-7","3.49e-9"
"GOTERM_BP_FAT","positive regulation of signaling","16.37%","165","916","1539","13091","9.12e-9","5.42e-7","1.53","6.45e-5","4.96e-7","5.83e-9"
"GOTERM_BP_FAT","positive regulation of cell communication","16.27%","164","916","1531","13091","1.09e-8","6.42e-7","1.53","7.70e-5","5.87e-7","6.89e-9"
"GOTERM_BP_FAT","regulation of cell-substrate adhesion","3.77%","38","916","191","13091","1.12e-8","6.54e-7","2.84","7.92e-5","5.99e-7","3.37e-9"
"GOTERM_BP_FAT","regulation of leukocyte cell-cell adhesion","5.06%","51","916","308","13091","1.65e-8","9.58e-7","2.37","1.17e-4","8.77e-7","6.10e-9"
"GOTERM_BP_FAT","cellular response to cytokine stimulus","8.33%","84","916","636","13091","1.75e-8","1.01e-6","1.89","1.24e-4","9.22e-7","8.36e-9"
"GOTERM_BP_FAT","negative regulation of cell differentiation","7.44%","75","916","544","13091","1.92e-8","1.09e-6","1.97","1.35e-4","1.00e-6","8.77e-9"
"GOTERM_BP_FAT","T cell activation","4.76%","48","916","282","13091","1.93e-8","1.09e-6","2.43","1.37e-4","1.00e-6","6.90e-9"
"GOTERM_BP_FAT","ossification","4.46%","45","916","256","13091","2.13e-8","1.20e-6","2.51","1.51e-4","1.09e-6","7.46e-9"
"GOTERM_BP_FAT","positive regulation of response to external stimulus","6.65%","67","916","466","13091","2.44e-8","1.36e-6","2.05","1.72e-4","1.24e-6","1.05e-8"
"GOTERM_BP_FAT","negative regulation of response to stimulus","15.58%","157","916","1466","13091","2.64e-8","1.46e-6","1.53","1.87e-4","1.34e-6","1.59e-8"
"GOTERM_BP_FAT","positive regulation of leukocyte activation","4.86%","49","916","294","13091","2.67e-8","1.46e-6","2.38","1.89e-4","1.34e-6","9.69e-9"
"GOTERM_BP_FAT","response to lipopolysaccharide","4.46%","45","916","258","13091","2.71e-8","1.47e-6","2.49","1.91e-4","1.35e-6","9.56e-9"
"GOTERM_CC_FAT","protein complex involved in cell adhesion","1.88%","19","871","55","12285","1.99e-8","1.52e-6","4.87","1.52e-5","1.41e-6","2.92e-9"
"GOTERM_BP_FAT","enzyme-linked receptor protein signaling pathway","7.44%","75","916","549","13091","2.83e-8","1.53e-6","1.95","2.00e-4","1.40e-6","1.30e-8"
"GOTERM_BP_FAT","mononuclear cell differentiation","5.06%","51","916","315","13091","3.47e-8","1.86e-6","2.31","2.45e-4","1.70e-6","1.33e-8"
"GOTERM_CC_FAT","collagen trimer","2.38%","24","871","88","12285","2.79e-8","1.93e-6","3.85","2.13e-5","1.80e-6","5.68e-9"
"GOTERM_BP_FAT","organelle fission","4.76%","48","916","288","13091","3.79e-8","2.01e-6","2.38","2.68e-4","1.84e-6","1.39e-8"
"GOTERM_BP_FAT","regulation of nuclear division","2.88%","29","916","127","13091","3.88e-8","2.03e-6","3.26","2.74e-4","1.86e-6","9.83e-9"
"GOTERM_BP_FAT","regulation of chromosome segregation","2.88%","29","916","127","13091","3.88e-8","2.03e-6","3.26","2.74e-4","1.86e-6","9.83e-9"
"GOTERM_BP_FAT","chordate embryonic development","7.64%","77","916","574","13091","3.93e-8","2.04e-6","1.92","2.78e-4","1.87e-6","1.84e-8"
"GOTERM_MF_FAT","glycosaminoglycan binding","3.67%","37","869","179","12202","9.73e-9","2.49e-6","2.90","1.49e-5","2.42e-6","2.85e-9"
"GOTERM_BP_FAT","negative regulation of cell adhesion","4.27%","43","916","246","13091","5.43e-8","2.80e-6","2.50","3.84e-4","2.56e-6","1.91e-8"
"GOTERM_BP_FAT","regulation of cellular component organization","21.33%","215","916","2197","13091","6.50e-8","3.33e-6","1.40","4.59e-4","3.05e-6","4.36e-8"
"GOTERM_BP_FAT","regulation of chromosome separation","2.08%","21","916","73","13091","7.76e-8","3.93e-6","4.11","5.48e-4","3.60e-6","1.45e-8"
"GOTERM_BP_FAT","regulation of mitotic cell cycle phase transition","4.86%","49","916","304","13091","7.78e-8","3.93e-6","2.30","5.50e-4","3.60e-6","2.96e-8"
"GOTERM_BP_FAT","cartilage development","3.08%","31","916","147","13091","8.14e-8","4.08e-6","3.01","5.75e-4","3.74e-6","2.28e-8"
"GOTERM_BP_FAT","cytokine-mediated signaling pathway","5.16%","52","916","333","13091","8.43e-8","4.17e-6","2.23","5.96e-4","3.82e-6","3.30e-8"
"GOTERM_BP_FAT","regulation of leukocyte migration","3.67%","37","916","197","13091","8.43e-8","4.17e-6","2.68","5.96e-4","3.82e-6","2.72e-8"
"GOTERM_BP_FAT","cell-cell adhesion","6.25%","63","916","442","13091","9.44e-8","4.63e-6","2.04","6.67e-4","4.24e-6","4.09e-8"
"GOTERM_CC_FAT","focal adhesion","5.95%","60","871","405","12285","7.64e-8","4.86e-6","2.09","5.83e-5","4.52e-6","3.30e-8"
"GOTERM_BP_FAT","embryo development ending in birth or egg hatching","7.64%","77","916","587","13091","1.01e-7","4.95e-6","1.87","7.17e-4","4.53e-6","4.88e-8"
"GOTERM_BP_FAT","regulation of wound healing","2.48%","25","916","103","13091","1.20e-7","5.79e-6","3.47","8.45e-4","5.30e-6","2.80e-8"
"GOTERM_BP_FAT","regulation of epithelial cell differentiation","2.78%","28","916","127","13091","1.50e-7","7.21e-6","3.15","1.06e-3","6.60e-6","3.97e-8"
"GOTERM_BP_FAT","regulation of phosphorylation","7.64%","77","916","594","13091","1.65e-7","7.86e-6","1.85","1.16e-3","7.20e-6","8.05e-8"
"GOTERM_CC_FAT","cell-substrate junction","5.95%","60","871","412","12285","1.40e-7","8.22e-6","2.05","1.07e-4","7.66e-6","6.18e-8"
"GOTERM_BP_FAT","positive regulation of leukocyte cell-cell adhesion","3.97%","40","916","229","13091","1.74e-7","8.23e-6","2.50","1.23e-3","7.54e-6","6.11e-8"
"GOTERM_MF_FAT","collagen binding","1.98%","20","869","63","12202","3.91e-8","8.58e-6","4.46","6.00e-5","8.33e-6","6.50e-9"
"GOTERM_BP_FAT","positive regulation of lymphocyte activation","4.46%","45","916","275","13091","1.85e-7","8.71e-6","2.34","1.31e-3","7.98e-6","6.91e-8"
"GOTERM_BP_FAT","skin development","3.47%","35","916","186","13091","1.91e-7","8.94e-6","2.69","1.35e-3","8.18e-6","6.15e-8"
"GOTERM_BP_FAT","regulation of intracellular signal transduction","17.36%","175","916","1733","13091","2.14e-7","9.93e-6","1.44","1.51e-3","9.09e-6","1.42e-7"
"GOTERM_BP_FAT","regulation of immune effector process","4.76%","48","916","305","13091","2.24e-7","1.03e-5","2.25","1.58e-3","9.47e-6","8.74e-8"
"GOTERM_CC_FAT","endoplasmic reticulum lumen","4.46%","45","871","273","12285","2.09e-7","1.14e-5","2.32","1.60e-4","1.06e-5","7.97e-8"
"GOTERM_BP_FAT","negative regulation of cell cycle","4.86%","49","916","316","13091","2.59e-7","1.19e-5","2.22","1.83e-3","1.09e-5","1.03e-7"
"GOTERM_BP_FAT","connective tissue development","3.57%","36","916","197","13091","2.60e-7","1.19e-5","2.61","1.84e-3","1.09e-5","8.67e-8"
